match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,game_score_lead,set_score_lead,ace,winner,double_fault,unf_err,net_pt,net_pt_won,break_pt,break_pt_won,break_pt_missed,distance_run,p1_streak,p2_streak,streak,score_sum_p1,score_sum_p2
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,6.566666666666666,1,2,12,0,0,0,1,3,2,1,1,-1,5,7,0,0,0,0,0,2,F,1,1,3,1,0,0,0,0,0,0,0,0,0,0,16.306,15.275,6,121.0,1.0,-1.0,1.0,1,-2,0,-2,0,2,0,0,0,0,0,1.0310000000000006,0.0,1.0,-1.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,7.116666666666666,1,2,13,0,0,0,1,3,3,1,2,1,6,7,0,0,0,0,0,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,9.349,9.646,1,109.0,1.0,-1.0,1.0,0,-1,0,-2,0,2,0,0,0,0,0,-0.2970000000000006,0.0,2.0,-2.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,8.416666666666666,1,2,15,0,0,0,1,3,3,1,1,1,7,8,0,0,0,0,0,2,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,2.744,3.626,1,120.0,2.0,-1.0,1.0,0,-1,0,-2,1,3,0,0,0,0,0,-0.8819999999999997,0.0,1.0,-1.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,8.833333333333334,1,2,16,0,0,0,1,4,3,1,1,1,8,8,1,0,0,0,0,2,0,2,1,4,2,0,0,0,0,0,0,0,0,0,0,12.934,10.356,3,124.0,1.0,-1.0,-1.0,1,0,0,-2,1,2,0,0,0,0,0,2.5779999999999994,1.0,0.0,1.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,9.466666666666667,1,3,17,0,0,1,1,0,0,-1,-1,1,9,8,0,0,0,0,1,2,F,2,1,4,2,1,0,1,0,0,0,0,0,0,0,30.339,24.571,6,129.0,-2.0,1.0,1.0,0,1,0,-1,1,2,1,1,0,0,0,5.767999999999997,2.0,0.0,2.0,4.0,1.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,11.15,1,3,19,0,0,1,1,2,0,-1,-2,-1,10,9,0,0,0,0,1,2,0,2,2,4,3,1,0,1,0,0,0,0,0,0,0,13.245,9.795,3,114.0,-2.0,1.0,1.0,2,1,0,-1,0,1,1,1,0,0,0,3.4499999999999993,4.0,0.0,4.0,4.0,1.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,12.1,1,3,21,0,0,1,1,2,2,-1,-2,1,11,10,0,0,0,1,1,3,0,2,2,4,4,1,0,1,0,0,0,0,0,0,0,7.72,4.974,2,105.0,-1.0,1.0,1.0,0,1,-1,-2,0,0,1,1,0,0,0,2.7459999999999996,0.0,2.0,-2.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,13.433333333333334,1,3,22,0,0,1,1,3,2,-1,-1,-1,11,11,0,0,0,1,1,3,0,2,2,4,4,1,0,1,0,1,0,0,0,1,0,4.344,3.399,1,129.0,-1.0,1.0,-1.0,1,0,-1,-2,0,0,1,1,1,0,1,0.9450000000000003,1.0,0.0,1.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,14.15,1,3,24,0,0,1,1,3,4,-1,-1,1,12,12,0,0,0,2,2,4,B,2,2,4,4,2,0,2,0,1,0,0,0,1,0,35.615,29.714,8,130.0,-2.0,1.0,1.0,-1,0,-2,-2,0,0,2,2,1,0,1,5.901000000000003,0.0,2.0,-2.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,14.883333333333333,1,3,25,0,0,1,1,3,3,-1,-1,-1,12,13,0,0,0,2,2,5,0,2,2,4,4,2,0,2,0,1,0,0,0,1,0,8.842,3.993,1,121.0,-1.0,-1.0,-1.0,0,-1,-2,-3,0,0,2,2,1,0,1,4.849,1.0,0.0,1.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,15.216666666666667,1,3,26,0,0,1,1,3,4,-1,-1,-1,12,14,-1,0,0,2,2,6,F,2,2,4,4,2,0,2,0,1,0,0,0,1,0,15.003,7.421,3,124.0,-2.0,-1.0,1.0,-1,-2,-2,-4,0,0,2,2,1,0,1,7.582,0.0,1.0,-1.0,1.0,4.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,16.966666666666665,1,4,27,0,0,1,2,0,0,1,1,-1,12,15,0,0,0,2,2,6,0,2,2,4,4,2,0,2,0,1,0,0,0,1,0,17.129,19.541,4,116.0,1.0,1.0,1.0,0,-3,-2,-4,0,0,2,2,1,0,1,-2.411999999999999,0.0,2.0,-2.0,1.0,4.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,17.466666666666665,1,4,28,0,0,1,2,0,1,1,1,1,13,15,0,0,0,2,2,6,0,2,2,4,5,2,0,2,0,1,0,0,0,1,0,12.252,13.994,5,120.0,1.0,-1.0,1.0,-1,-2,-2,-4,0,-1,2,2,1,0,1,-1.741999999999999,0.0,3.0,-3.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,18.033333333333335,1,4,29,0,0,1,2,1,1,1,1,-1,13,16,0,0,0,2,2,7,F,2,2,4,5,2,0,2,0,1,0,0,0,1,0,10.405,9.478,4,124.0,2.0,-1.0,-1.0,0,-3,-2,-5,0,-1,2,2,1,0,1,0.9269999999999996,1.0,0.0,1.0,1.0,4.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,19.1,1,4,31,0,0,1,2,2,2,1,2,-1,14,17,0,0,1,2,3,7,0,2,2,5,5,2,0,2,0,1,0,0,0,1,0,5.476,6.856,2,99.0,2.0,-1.0,-1.0,0,-3,-1,-4,0,0,2,2,1,0,1,-1.38,1.0,0.0,1.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,20.0,1,4,32,0,0,1,2,2,3,1,1,-1,14,18,-1,0,1,2,3,7,0,2,2,5,5,2,0,2,0,1,1,0,1,1,0,7.448,10.013,2,122.0,1.0,1.0,-1.0,-1,-4,-1,-4,0,0,2,2,0,-1,1,-2.5649999999999995,0.0,1.0,-1.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,20.616666666666667,1,5,33,0,0,1,3,0,0,-1,-2,1,15,18,0,0,1,2,3,7,0,2,2,5,6,2,0,2,0,1,1,0,1,1,0,8.015,5.952,2,109.0,-2.0,1.0,1.0,0,-3,-1,-4,0,-1,2,2,0,-1,1,2.0630000000000006,0.0,2.0,-2.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,21.433333333333334,1,5,34,0,0,1,3,1,0,-1,-2,-1,15,19,0,0,1,2,3,7,0,2,2,6,6,2,0,2,0,1,1,0,1,1,0,11.74,9.128,3,118.0,-2.0,1.0,1.0,1,-4,-1,-4,0,0,2,2,0,-1,1,2.612,1.0,0.0,1.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,22.0,1,5,35,0,0,1,3,1,1,-1,-1,-1,15,20,0,0,1,2,3,7,0,2,2,6,6,2,0,2,0,1,1,0,1,1,0,16.035,9.376,3,112.0,-1.0,1.0,1.0,0,-5,-1,-4,0,0,2,2,0,-1,1,6.659000000000001,0.0,1.0,-1.0,1.0,4.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,22.783333333333335,1,5,37,0,0,1,3,1,3,-1,-1,-1,15,22,-1,0,1,3,3,8,0,2,2,6,6,2,0,2,0,1,1,0,1,1,0,4.45,2.883,1,108.0,-1.0,1.0,-1.0,-2,-7,-2,-5,0,0,2,2,0,-1,1,1.5670000000000002,0.0,3.0,-3.0,1.0,4.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,24.666666666666668,1,6,38,0,0,1,4,0,0,1,1,1,16,22,0,0,1,3,3,8,0,2,2,6,6,2,0,2,0,1,1,0,1,1,0,2.518,2.262,1,117.0,2.0,-1.0,1.0,0,-6,-2,-5,0,0,2,2,0,-1,1,0.2559999999999998,0.0,4.0,-4.0,1.0,4.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,25.016666666666666,1,6,39,0,0,1,4,1,0,1,1,1,17,22,0,0,1,3,4,8,F,2,2,6,6,3,0,3,0,1,1,0,1,1,0,8.947,9.634,3,119.0,1.0,1.0,-1.0,1,-5,-2,-4,0,0,3,3,0,-1,1,-0.6870000000000012,1.0,0.0,1.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,25.766666666666666,1,6,41,0,0,1,4,3,0,1,2,1,19,22,1,0,1,3,4,8,0,2,2,6,6,3,0,3,0,1,1,0,1,1,0,4.806,3.93,1,99.0,1.0,-1.0,-1.0,3,-3,-2,-4,0,0,3,3,0,-1,1,0.8759999999999999,3.0,0.0,3.0,4.0,1.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,26.5,1,7,42,0,0,2,4,0,0,-1,-1,-1,19,23,0,0,1,3,4,9,F,2,2,6,6,3,0,3,0,1,1,0,1,1,0,15.804,12.774,5,110.0,-1.0,-1.0,1.0,0,-4,-2,-5,0,0,3,3,0,-1,1,3.030000000000001,4.0,0.0,4.0,4.0,1.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,26.933333333333334,1,7,43,0,0,2,4,0,1,-1,-1,-1,19,24,0,0,1,3,4,10,F,2,2,6,6,4,0,3,0,1,1,0,1,1,0,22.386,14.59,5,125.0,-1.0,1.0,-1.0,-1,-5,-2,-6,0,0,4,3,0,-1,1,7.795999999999999,0.0,1.0,-1.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,27.4,1,7,44,0,0,2,4,0,2,-1,-1,1,20,24,0,0,1,3,4,10,0,2,2,6,6,4,0,3,0,1,1,0,1,1,0,7.165,5.236,2,130.0,-1.0,-1.0,1.0,-2,-4,-2,-6,0,0,4,3,0,-1,1,1.9290000000000003,0.0,2.0,-2.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,27.766666666666666,1,7,45,0,0,2,4,1,2,-1,-2,-1,20,25,0,0,1,3,4,11,B,2,2,6,6,4,0,3,0,1,1,0,1,1,0,19.98,14.564,5,99.0,-2.0,1.0,1.0,-1,-5,-2,-7,0,0,4,3,0,-1,1,5.416,1.0,0.0,1.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,30.95,1,8,48,0,0,2,5,1,0,1,2,1,22,26,0,0,1,4,4,12,0,2,2,6,6,4,0,3,0,1,1,0,1,1,0,2.698,3.549,1,100.0,1.0,-1.0,-1.0,1,-4,-3,-8,0,0,4,3,0,-1,1,-0.851,1.0,0.0,1.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,31.466666666666665,1,8,49,0,0,2,5,2,0,1,1,1,23,26,0,0,1,4,4,12,0,2,2,6,7,4,1,3,0,1,1,0,1,1,0,10.548,14.44,3,115.0,2.0,-1.0,1.0,2,-3,-3,-8,0,-1,3,3,0,-1,1,-3.8919999999999995,2.0,0.0,2.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,32.38333333333333,1,8,51,0,0,2,5,3,1,1,1,1,24,27,1,0,1,4,4,12,0,3,2,7,7,4,1,3,0,1,1,0,1,1,0,7.313,7.914,1,125.0,1.0,-1.0,1.0,2,-3,-3,-8,1,0,3,3,0,-1,1,-0.601,0.0,1.0,-1.0,4.0,1.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,33.11666666666667,1,9,52,0,0,3,5,0,0,-1,-2,-1,24,28,0,0,1,4,4,13,F,3,2,7,7,4,2,3,1,1,1,0,1,1,0,18.792,17.164,7,105.0,-2.0,1.0,1.0,0,-4,-3,-9,1,0,2,2,0,-1,1,1.6280000000000001,1.0,0.0,1.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,34.36666666666667,1,9,54,0,0,3,5,0,2,-1,-2,-1,24,30,0,0,1,4,4,14,0,3,2,7,7,4,2,3,1,1,1,0,1,1,0,7.922,7.448,3,104.0,-2.0,1.0,1.0,-2,-6,-3,-10,1,0,2,2,0,-1,1,0.4739999999999993,0.0,2.0,-2.0,1.0,4.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,38.733333333333334,2,1,60,0,1,0,0,2,1,1,2,-1,27,33,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,6.943,8.672,2,96.0,1.0,-1.0,-1.0,1,-6,1,1,1,2,0,0,0,0,0,-1.729000000000001,1.0,0.0,1.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,39.35,2,1,61,0,1,0,0,2,2,1,1,1,28,33,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,6.546,7.639,1,118.0,1.0,1.0,1.0,0,-5,1,1,1,2,0,0,0,0,0,-1.093,0.0,1.0,-1.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,41.266666666666666,2,2,63,0,1,1,0,0,0,-1,-2,-1,29,34,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4.52,4.313,1,113.0,-1.0,1.0,-1.0,0,-5,1,1,1,2,0,0,0,0,0,0.20699999999999985,2.0,0.0,2.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,41.7,2,2,64,0,1,1,0,0,1,-1,-2,1,30,34,0,0,1,0,2,0,F,1,0,2,0,0,0,0,0,0,0,0,0,0,0,12.338,8.846,4,101.0,-2.0,1.0,1.0,-1,-4,1,2,1,2,0,0,0,0,0,3.491999999999999,0.0,1.0,-1.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,42.266666666666666,2,2,65,0,1,1,0,1,1,-1,-1,1,31,34,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,15.734,11.988,4,116.0,-1.0,-1.0,1.0,0,-3,1,2,1,2,0,0,0,0,0,3.7460000000000004,1.0,0.0,1.0,4.0,1.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,42.7,2,2,66,0,1,1,0,2,1,-1,-2,-1,31,35,0,0,1,0,2,1,F,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7.973,5.521,3,103.0,-1.0,1.0,1.0,1,-4,1,1,1,2,0,0,0,0,0,2.452,2.0,0.0,2.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,43.53333333333333,2,2,67,0,1,1,0,2,2,-1,-2,1,32,35,0,0,1,0,2,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,19.878,22.401,6,108.0,-2.0,1.0,1.0,0,-3,1,1,1,2,-1,0,0,0,0,-2.5229999999999997,0.0,1.0,-1.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,44.36666666666667,2,2,68,0,1,1,0,3,2,-1,-1,1,33,35,1,0,1,0,2,1,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,4.402,3.224,2,130.0,-2.0,-1.0,1.0,1,-2,1,1,1,2,-1,0,1,1,0,1.178,1.0,0.0,1.0,4.0,1.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,44.95,2,3,69,0,1,2,0,0,0,1,2,-1,33,36,0,0,1,0,2,1,0,1,0,2,0,0,2,0,1,1,0,1,0,0,0,44.861,38.242,8,106.0,2.0,-1.0,1.0,0,-3,1,1,1,2,-2,-1,1,1,0,6.619,2.0,0.0,2.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,46.166666666666664,2,3,70,0,1,2,0,0,1,1,1,1,34,36,0,0,1,0,3,1,F,1,0,2,0,0,2,0,1,1,0,1,0,0,0,7.351,10.482,3,117.0,1.0,-1.0,-1.0,-1,-2,1,2,1,2,-2,-1,1,1,0,-3.1309999999999993,0.0,1.0,-1.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,46.61666666666667,2,3,71,0,1,2,0,1,1,1,2,1,35,36,0,0,1,0,3,1,0,1,0,2,0,0,2,0,1,1,0,1,0,0,0,22.44,27.844,5,112.0,1.0,1.0,-1.0,0,-1,1,2,1,2,-2,-1,1,1,0,-5.404,1.0,0.0,1.0,4.0,1.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,47.583333333333336,2,3,72,0,1,2,0,2,1,1,2,1,36,36,0,0,1,0,3,1,0,1,0,2,0,0,2,0,1,1,0,1,0,0,0,22.583,26.466,5,104.0,1.0,1.0,1.0,1,0,1,2,1,2,-2,-1,1,1,0,-3.8830000000000027,2.0,0.0,2.0,4.0,1.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,48.583333333333336,2,3,73,0,1,2,0,3,1,1,2,-1,36,37,0,0,1,0,3,1,0,1,0,3,0,0,2,0,1,1,0,1,0,0,0,22.743,23.913,6,105.0,1.0,-1.0,1.0,2,-1,1,2,1,3,-2,-1,1,1,0,-1.1700000000000017,3.0,0.0,3.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,49.416666666666664,2,3,74,0,1,2,0,3,2,1,1,1,37,37,1,0,1,0,3,1,0,1,0,3,0,0,2,0,1,1,0,1,0,0,0,4.126,4.258,1,122.0,2.0,-1.0,1.0,1,0,1,2,1,3,-2,-1,1,1,0,-0.13199999999999967,0.0,1.0,-1.0,4.0,1.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,51.4,2,4,76,0,1,3,0,1,0,-1,-1,1,39,37,0,0,1,0,3,1,0,1,1,3,1,0,2,0,1,1,0,1,0,0,0,7.221,6.618,2,122.0,-1.0,1.0,-1.0,1,2,1,2,0,2,-2,-1,1,1,0,0.6029999999999998,2.0,0.0,2.0,4.0,1.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,52.083333333333336,2,4,78,0,1,3,0,2,1,-1,-1,-1,39,39,0,0,1,1,3,2,0,1,1,4,1,0,2,0,1,1,0,1,0,0,0,19.092,17.555,5,123.0,-1.0,1.0,-1.0,1,0,0,1,0,3,-2,-1,1,1,0,1.536999999999999,0.0,1.0,-1.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,52.65,2,4,79,0,1,3,0,2,2,-1,-2,-1,39,40,0,0,1,1,3,3,F,1,1,4,1,0,2,0,1,1,0,1,0,0,0,52.436,43.008,11,110.0,-1.0,1.0,-1.0,0,-1,0,0,0,3,-2,-1,1,1,0,9.427999999999997,0.0,2.0,-2.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,53.61666666666667,2,4,80,0,1,3,0,2,3,-1,-2,-1,39,41,-1,0,1,1,3,3,0,1,1,4,1,0,3,0,2,1,0,1,0,0,0,21.394,17.613,5,103.0,-1.0,1.0,1.0,-1,-2,0,0,0,3,-3,-2,1,1,0,3.780999999999999,0.0,3.0,-3.0,1.0,4.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,54.766666666666666,2,5,81,0,1,3,1,0,0,1,1,1,40,41,0,0,1,1,3,3,0,1,1,4,1,0,3,0,2,1,0,1,0,0,0,21.78,16.583,5,121.0,2.0,-1.0,-1.0,0,-1,0,0,0,3,-3,-2,1,1,0,5.197000000000003,0.0,4.0,-4.0,1.0,4.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,55.31666666666667,2,5,82,0,1,3,1,1,0,1,1,1,41,41,0,0,1,1,3,3,0,1,1,4,1,0,3,0,2,1,0,1,0,0,0,5.23,4.594,1,123.0,2.0,-1.0,-1.0,1,0,0,0,0,3,-3,-2,1,1,0,0.6360000000000001,1.0,0.0,1.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,55.68333333333333,2,5,83,0,1,3,1,2,0,1,2,1,42,41,0,0,1,1,3,3,0,1,1,4,1,1,3,1,2,1,0,1,0,0,0,18.269,15.209,3,106.0,2.0,-1.0,1.0,2,1,0,0,0,3,-2,-1,1,1,0,3.0599999999999987,2.0,0.0,2.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,56.31666666666667,2,5,84,0,1,3,1,3,0,1,1,1,43,41,1,0,1,1,4,3,B,1,1,4,1,1,3,1,2,1,0,1,0,0,0,9.432,10.662,3,116.0,2.0,-1.0,-1.0,3,2,0,1,0,3,-2,-1,1,1,0,-1.2300000000000004,3.0,0.0,3.0,4.0,1.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,58.31666666666667,2,6,86,0,1,4,1,0,1,-1,-2,1,44,42,0,0,1,2,4,4,0,1,1,4,2,1,3,1,2,1,0,1,0,0,0,12.07,12.28,4,95.0,-2.0,1.0,1.0,-1,2,-1,0,0,2,-2,-1,1,1,0,-0.20999999999999908,0.0,1.0,-1.0,4.0,1.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,58.916666666666664,2,6,87,0,1,4,1,1,1,-1,-2,-1,44,43,0,0,1,2,4,5,B,1,1,4,2,1,3,1,2,1,0,1,0,0,0,17.444,14.488,7,110.0,-1.0,-1.0,1.0,0,1,-1,-1,0,2,-2,-1,1,1,0,2.9559999999999995,1.0,0.0,1.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,59.666666666666664,2,6,88,0,1,4,1,1,2,-1,-2,-1,44,44,0,0,1,2,4,5,0,1,1,4,2,1,3,1,2,1,0,1,0,0,0,14.479,16.616,3,97.0,-1.0,-1.0,1.0,-1,0,-1,-1,0,2,-2,-1,1,1,0,-2.1370000000000005,0.0,1.0,-1.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,60.333333333333336,2,6,89,0,1,4,1,1,3,-1,-1,-1,44,45,-1,0,1,2,4,5,0,1,1,4,2,1,3,1,2,1,0,1,0,0,0,5.058,3.817,1,110.0,-1.0,-1.0,-1.0,-2,-1,-1,-1,0,2,-2,-1,1,1,0,1.2409999999999997,0.0,2.0,-2.0,1.0,4.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,61.55,2,7,91,0,1,4,2,1,0,1,2,1,46,45,0,0,1,2,4,5,0,1,1,4,2,1,3,1,2,1,0,1,0,0,0,4.129,3.301,1,103.0,2.0,-1.0,1.0,1,1,-1,-1,0,2,-2,-1,1,1,0,0.8279999999999994,1.0,0.0,1.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,62.06666666666667,2,7,92,0,1,4,2,2,0,1,2,1,47,45,0,0,1,2,4,5,0,1,1,4,2,1,3,1,2,1,0,1,0,0,0,3.554,3.407,1,103.0,2.0,-1.0,-1.0,2,2,-1,-1,0,2,-2,-1,1,1,0,0.1469999999999998,2.0,0.0,2.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,62.95,2,7,93,0,1,4,2,3,0,1,1,1,48,45,1,0,1,2,5,5,B,1,1,4,2,1,3,1,2,1,0,1,0,0,0,8.081,7.684,3,104.0,1.0,1.0,-1.0,3,3,-1,0,0,2,-2,-1,1,1,0,0.39699999999999935,3.0,0.0,3.0,4.0,1.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,65.38333333333334,2,8,95,0,1,5,2,1,0,-1,-2,1,50,45,0,0,1,2,6,5,B,1,2,4,3,1,4,1,2,1,0,1,0,0,0,19.38,12.73,4,107.0,-1.0,1.0,1.0,1,5,-1,1,-1,1,-3,-1,1,1,0,6.649999999999999,5.0,0.0,5.0,5.0,0.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,65.96666666666667,2,8,96,0,1,5,2,2,0,-1,-1,-1,50,46,0,0,1,2,6,6,F,1,2,4,3,1,4,1,2,1,0,1,0,0,0,7.793,6.834,3,125.0,-1.0,1.0,1.0,2,4,-1,0,-1,1,-3,-1,1,1,0,0.9590000000000005,6.0,0.0,6.0,4.0,1.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,66.96666666666667,2,8,98,0,1,5,2,3,1,-1,-1,-1,51,47,0,0,1,2,6,7,B,1,3,4,4,1,5,1,3,2,0,1,0,1,0,34.76,16.477,5,124.0,-2.0,1.0,-1.0,2,4,-1,-1,-2,0,-4,-2,2,1,1,18.282999999999998,1.0,0.0,1.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,67.53333333333333,2,8,99,0,1,5,2,3,2,-1,-2,1,52,47,1,1,1,2,6,7,0,1,3,4,5,1,5,1,3,3,0,2,0,1,0,10.999,8.793,2,106.0,-1.0,1.0,-1.0,1,5,-1,-1,-2,-1,-4,-2,3,2,1,2.2060000000000013,0.0,1.0,-1.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,70.5,3,1,101,1,1,0,0,0,1,1,2,1,53,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.059,16.242,5,100.0,1.0,-1.0,1.0,-1,5,0,0,0,-1,0,0,0,0,0,3.817,0.0,1.0,-1.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,72.18333333333334,3,1,104,1,1,0,0,2,2,1,2,1,55,49,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,15.102,12.842,3,109.0,1.0,-1.0,-1.0,0,6,1,1,1,0,0,0,0,0,0,2.26,0.0,1.0,-1.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,72.78333333333333,3,1,105,1,1,0,0,3,2,1,2,1,56,49,1,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,5.848,8.541,3,105.0,1.0,1.0,-1.0,1,7,1,1,1,-1,0,0,0,0,0,-2.6930000000000005,1.0,0.0,1.0,4.0,1.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,73.66666666666667,3,2,106,1,1,1,0,0,0,-1,-1,-1,56,50,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2.795,2.094,1,123.0,-2.0,1.0,1.0,0,6,1,1,1,-1,0,0,0,0,0,0.7010000000000001,2.0,0.0,2.0,3.0,2.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,73.9,3,2,107,1,1,1,0,0,1,-1,-2,-1,56,51,0,0,1,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,9.693,5.098,3,110.0,-1.0,1.0,1.0,-1,5,1,1,1,0,0,0,0,0,0,4.595,0.0,1.0,-1.0,2.0,3.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,74.63333333333334,3,2,109,1,1,1,0,0,3,-1,-1,-1,56,53,-1,0,1,1,1,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,11.573,8.183,3,127.0,-2.0,1.0,1.0,-3,3,0,0,1,0,0,0,0,0,0,3.3900000000000006,0.0,3.0,-3.0,1.0,4.0
2023-wimbledon-1309,Jannik Sinner,Quentin Halys,77.16666666666667,3,3,113,1,1,1,1,2,1,1,2,1,59,54,0,0,2,1,2,1,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,10.158,9.565,3,94.0,1.0,-1.0,-1.0,1,5,1,1,2,1,0,0,0,0,0,0.593,2.0,0.0,2.0,3.0,2.0
